Time	EMG	Muscle Force
0.089	-0.15018	0.276978
0.09	-0.0490401	0.276978
0.091	0.0731513	0.276978
0.092	0.105773	0.276978
0.093	0.0599243	0.276978
0.094	-0.0436653	0.276978
0.095	-0.160044	0.276978
0.096	-0.0319999	0.276978
0.097	0.122217	0.276978
0.098	0.0810773	0.276978
0.099	-0.018941	0.276978
0.1	-0.0815804	0.276978
0.101	-0.0710544	0.276978
0.102	0.0161295	0.276978
0.103	0.134095	0.276978
0.104	0.0935543	0.276978
0.105	-0.124473	0.276978
0.106	-0.147863	0.276978
0.107	-0.00217131	0.276978
0.108	0.0984631	0.276978
0.109	0.115586	0.276978
0.11	0.0338451	0.276978
0.111	-0.101932	0.276978
0.112	-0.165622	0.276978
0.113	0.0405186	0.276978
0.114	0.133841	0.276978
0.115	0.0605885	0.276978
0.116	-0.0389967	0.276978
0.117	-0.0941679	0.276978
0.118	-0.0609146	0.276978
0.119	0.0418244	0.276978
0.12	0.158235	0.276978
0.121	0.016451	0.276978
0.122	-0.130475	0.276978
0.123	-0.0915713	0.276978
0.124	0.0205244	0.276978
0.125	0.0842359	0.276978
0.126	0.0907249	0.276978
0.127	-0.000134145	0.276978
0.128	-0.124671	0.276978
0.129	-0.0914535	0.276978
0.13	0.0972802	0.276978
0.131	0.0982116	0.276605
0.132	0.0148816	0.276605
0.133	-0.0623	0.276605
0.134	-0.105591	0.276978
0.135	-0.0454667	0.276978
0.136	0.0984508	0.276605
0.137	0.172927	0.276605
0.138	-0.0380417	0.276605
0.139	-0.12631	0.276978
0.14	-0.0604472	0.276978
0.141	0.0207484	0.276978
0.142	0.0597336	0.276978
0.143	0.063909	0.276605
0.144	-0.0328162	0.276978
0.145	-0.128115	0.276978
0.146	0.0269799	0.276978
0.147	0.15662	0.276605
0.148	0.0430566	0.276978
0.149	-0.112853	0.276978
0.15	-0.100342	0.276605
0.151	-0.0202179	0.276978
0.152	0.0404129	0.276978
0.153	0.130279	0.276978
0.154	0.0788581	0.276978
0.155	-0.11394	0.276978
0.156	-0.112059	0.276978
0.157	-0.0095818	0.276978
0.158	0.0572237	0.276978
0.159	0.108808	0.276978
0.16	0.0410869	0.276605
0.161	-0.0872182	0.276605
0.162	-0.162195	0.276605
0.163	0.029337	0.276605
0.164	0.129463	0.276978
0.165	0.0680589	0.276605
0.166	-0.0314377	0.276605
0.167	-0.0933114	0.276605
0.168	-0.0547016	0.276605
0.169	0.0593724	0.276605
0.17	0.140741	0.276605
0.171	-0.0272971	0.276605
0.172	-0.151141	0.276605
0.173	-0.0777431	0.276605
0.174	0.0828581	0.276605
0.175	0.121732	0.276605
0.176	0.0530163	0.276605
0.177	-0.0491005	0.276605
0.178	-0.12231	0.276605
0.179	-0.0657508	0.276605
0.18	0.10305	0.276605
0.181	0.0832981	0.276605
0.182	-0.00307104	0.276605
0.183	-0.0687949	0.276605
0.184	-0.0692522	0.276605
0.185	-0.00346793	0.276605
0.186	0.0963265	0.276605
0.187	0.137513	0.276605
0.188	-0.0767201	0.276605
0.189	-0.160212	0.276605
0.19	-0.0418681	0.276605
0.191	0.0685694	0.276605
0.192	0.0992569	0.276605
0.193	0.0500317	0.276605
0.194	-0.0399211	0.276605
0.195	-0.137218	0.276605
0.196	0.00218788	0.276605
0.197	0.135682	0.276605
0.198	0.0408669	0.276605
0.199	-0.0777375	0.276605
0.2	-0.102302	0.276605
0.201	-0.0293356	0.276605
0.202	0.0497992	0.276605
0.203	0.156502	0.276605
0.204	0.0830897	0.276605
0.205	-0.146934	0.276605
0.206	-0.147932	0.276605
0.207	0.017704	0.276605
0.208	0.0902594	0.276605
0.209	0.0830927	0.276605
0.21	0.00787246	0.276605
0.211	-0.0749923	0.276605
0.212	-0.129304	0.276605
0.213	0.0518111	0.276605
0.214	0.0957038	0.276605
0.215	0.0473787	0.276605
0.216	0.0105981	0.276605
0.217	-0.0800029	0.276605
0.218	-0.0930075	0.276605
0.219	0.0200764	0.276605
0.22	0.142123	0.276605
0.221	-0.00425634	0.276605
0.222	-0.100101	0.276605
0.223	-0.0509134	0.276605
0.224	0.0674789	0.276605
0.225	0.0868067	0.276605
0.226	0.0341877	0.276605
0.227	-0.0411681	0.276605
0.228	-0.167383	0.276605
0.229	-0.0844637	0.276978
0.23	0.113068	0.276605
0.231	0.17081	0.276605
0.232	0.0790918	0.276605
0.233	-0.0464303	0.276605
0.234	-0.111572	0.276605
0.235	-0.186097	0.276605
0.236	-0.0132028	0.276605
0.237	0.212584	0.276605
0.238	0.105161	0.276605
0.239	-0.035686	0.276605
0.24	-0.118694	0.276605
0.241	-0.0729469	0.276605
0.242	0.0458437	0.276978
0.243	0.115699	0.276978
0.244	0.0191154	0.276605
0.245	-0.135432	0.276605
0.246	-0.0310964	0.276978
0.247	0.0506735	0.276978
0.248	0.065455	0.276978
0.249	0.0524061	0.276978
0.25	-0.0499817	0.276978
0.251	-0.108527	0.276978
0.252	-0.0457925	0.276978
0.253	0.103511	0.276978
0.254	0.129973	0.276978
0.255	-0.0424097	0.276978
0.256	-0.100814	0.276978
0.257	-0.0233226	0.276978
0.258	-0.0374662	0.276978
0.259	0.0435555	0.276605
0.26	0.137954	0.276978
0.261	0.000510222	0.276978
0.262	-0.136763	0.276605
0.263	-0.00811332	0.276978
0.264	0.0121035	0.276978
0.265	0.0463901	0.276978
0.266	0.0690179	0.276978
0.267	-0.0964708	0.276605
0.268	-0.0744481	0.276978
0.269	0.066033	0.276978
0.27	0.15446	0.276978
0.271	-0.0310139	0.276978
0.272	-0.148675	0.276978
0.273	-0.0696318	0.276978
0.274	0.0467221	0.276605
0.275	0.126224	0.276978
0.276	0.06788	0.276978
0.277	-0.0550956	0.276978
0.278	-0.139167	0.276978
0.279	-0.0444923	0.276978
0.28	0.124237	0.276978
0.281	0.0868699	0.276978
0.282	-0.0176523	0.276978
0.283	-0.0803747	0.276978
0.284	-0.101323	0.276978
0.285	-0.0125043	0.276978
0.286	0.136762	0.276978
0.287	0.156221	0.276978
0.288	-0.0716648	0.276978
0.289	-0.160473	0.276978
0.29	-0.0665221	0.276978
0.291	0.0801565	0.276978
0.292	0.101549	0.276978
0.293	0.0174124	0.276978
0.294	-0.0802429	0.276978
0.295	-0.0924647	0.276978
0.296	0.0498235	0.276978
0.297	0.111502	0.276978
0.298	0.0525534	0.276978
0.299	-0.0515075	0.276978
0.3	-0.122056	0.276978
0.301	-0.0942526	0.276978
0.302	0.0409972	0.276978
0.303	0.197338	0.276978
0.304	0.100815	0.276978
0.305	-0.143785	0.276978
0.306	-0.130601	0.276978
0.307	0.0132388	0.276978
0.308	0.0567043	0.276978
0.309	0.09995	0.276605
0.31	0.0254357	0.276978
0.311	-0.172866	0.276978
0.312	-0.148291	0.276978
0.313	0.154645	0.276605
0.314	0.26017	0.276978
0.315	-0.0878362	0.276605
0.316	-0.134914	0.276978
0.317	0.0153556	0.276978
0.318	-0.0522746	0.276978
0.319	-0.0543096	0.276605
0.32	0.151214	0.276978
0.321	0.0827919	0.276978
0.322	-0.119479	0.276978
0.323	-0.102386	0.276605
0.324	0.0325406	0.276605
0.325	0.115637	0.276605
0.326	0.0639179	0.276605
0.327	-0.021747	0.276605
0.328	-0.116525	0.276605
0.329	-0.134152	0.276605
0.33	0.064261	0.276605
0.331	0.16462	0.276605
0.332	0.062121	0.276605
0.333	-0.0756388	0.276605
0.334	-0.123251	0.276605
0.335	-0.046993	0.276605
0.336	0.110197	0.276605
0.337	0.147417	0.276605
0.338	-0.0858049	0.276605
0.339	-0.117713	0.276605
0.34	-0.00294725	0.276605
0.341	0.0638681	0.276605
0.342	0.0490978	0.276605
0.343	-0.0053925	0.276605
0.344	-0.022702	0.276605
0.345	-0.136627	0.276605
0.346	0.0050399	0.276605
0.347	0.16879	0.276605
0.348	0.117398	0.276605
0.349	-0.0918874	0.276605
0.35	-0.14351	0.276605
0.351	-0.0689213	0.276605
0.352	0.058294	0.276605
0.353	0.160895	0.276605
0.354	0.0357543	0.276605
0.355	-0.166692	0.276605
0.356	-0.124292	0.276605
0.357	0.0957904	0.276605
0.358	0.119177	0.276605
0.359	0.100498	0.276605
0.36	-0.00467404	0.276605
0.361	-0.130144	0.276605
0.362	-0.178282	0.276605
0.363	0.0207017	0.276605
0.364	0.110387	0.276978
0.365	0.077278	0.276605
0.366	0.000664803	0.276605
0.367	-0.0504115	0.276605
0.368	0.00118549	0.276605
0.369	0.0276597	0.276605
0.37	0.0853149	0.276978
0.371	-0.0500108	0.276605
0.372	-0.1349	0.276605
0.373	-0.0811129	0.276978
0.374	0.0604288	0.276605
0.375	0.139112	0.276978
0.376	0.0718931	0.276605
0.377	-0.0380473	0.276605
0.378	-0.135742	0.276605
0.379	-0.0171411	0.276605
0.38	0.123852	0.276605
0.381	0.0618007	0.276605
0.382	-0.102487	0.276605
0.383	-0.155624	0.276605
0.384	0.0272611	0.276605
0.385	0.0945314	0.276605
0.386	0.176071	0.276605
0.387	0.0921465	0.276605
0.388	-0.126062	0.276605
0.389	-0.269767	0.276605
0.39	-0.129517	0.276605
0.391	0.106633	0.276605
0.392	0.184633	0.276605
0.393	0.228482	0.276605
0.394	0.0284027	0.276605
0.395	-0.2304	0.276605
0.396	-0.0530162	0.276605
0.397	0.019298	0.276978
0.398	-0.135519	0.276605
0.399	-0.10836	0.276605
0.4	0.0767613	0.276605
0.401	0.212382	0.276605
0.402	0.162778	0.276605
0.403	0.086993	0.276605
0.404	-0.0868687	0.276978
0.405	-0.28819	0.276605
0.406	-0.137358	0.276605
0.407	-0.01362	0.276605
0.408	0.11475	0.276605
0.409	0.20902	0.276605
0.41	0.116196	0.276605
0.411	-0.127407	0.276605
0.412	-0.175243	0.276605
0.413	0.0355925	0.276605
0.414	0.0932063	0.276605
0.415	0.0106685	0.276605
0.416	0.0207883	0.276605
0.417	-0.0924001	0.276605
0.418	-0.0898509	0.276605
0.419	0.0411588	0.276605
0.42	0.150786	0.276605
0.421	-0.0297384	0.276605
0.422	-0.053348	0.276605
0.423	0.00929355	0.276605
0.424	-0.0227983	0.276605
0.425	-0.0092808	0.276605
0.426	0.0611636	0.276605
0.427	0.0107071	0.276605
0.428	-0.0808334	0.276605
0.429	0.0279173	0.276605
0.43	0.0550013	0.276605
0.431	0.00301643	0.276605
0.432	-0.0848951	0.276605
0.433	-0.0844743	0.276605
0.434	-0.0063026	0.276605
0.435	0.0899336	0.276605
0.436	0.18374	0.276605
0.437	0.119646	0.276605
0.438	-0.199879	0.276605
0.439	-0.184306	0.276605
0.44	0.0128591	0.276605
0.441	0.0672436	0.276605
0.442	0.0215569	0.276605
0.443	-0.0039014	0.276605
0.444	-0.00568097	0.276605
0.445	-0.0603795	0.276605
0.446	0.0965122	0.276605
0.447	0.129683	0.276605
0.448	0.0819485	0.276605
0.449	-0.0705287	0.276605
0.45	-0.202954	0.276605
0.451	-0.146634	0.276605
0.452	-0.0720602	0.276605
0.453	0.132089	0.276605
0.454	0.28005	0.276605
0.455	-0.0213038	0.276605
0.456	0.089486	0.276605
0.457	-0.124243	0.276605
0.458	-0.109198	0.276605
0.459	-0.0605825	0.276605
0.46	-0.00752906	0.276605
0.461	0.114786	0.276605
0.462	-0.0222308	0.276605
0.463	-0.124083	0.276605
0.464	0.135264	0.276605
0.465	0.0935702	0.276605
0.466	-0.0432254	0.276605
0.467	0.0138771	0.276605
0.468	-0.0660431	0.276605
0.469	-0.122361	0.276605
0.47	-0.00282655	0.276605
0.471	0.174531	0.276605
0.472	0.0368303	0.276605
0.473	-0.0468337	0.276605
0.474	-0.0362829	0.276605
0.475	-0.0815288	0.276605
0.476	-0.0321433	0.276605
0.477	0.153507	0.276605
0.478	0.0795799	0.276605
0.479	-0.199064	0.276978
0.48	-0.090199	0.276605
0.481	0.176929	0.276605
0.482	0.14172	0.276605
0.483	-0.0436852	0.276978
0.484	-0.157015	0.276605
0.485	-0.183085	0.276605
0.486	0.00465703	0.276605
0.487	0.402858	0.276978
0.488	0.175917	0.276978
0.489	-0.323311	0.276978
0.49	-0.238856	0.276605
0.491	-0.00284386	0.276605
0.492	0.0859504	0.276605
0.493	0.207323	0.276978
0.494	0.132852	0.276978
0.495	-0.08417	0.276978
0.496	-0.265897	0.276605
0.497	-0.0499285	0.276605
0.498	0.198072	0.276978
0.499	0.0288753	0.276605
0.5	-0.0254202	0.276978
0.501	0.0189303	0.276978
0.502	-0.0379886	0.276978
0.503	-0.0325183	0.276978
0.504	0.0624862	0.276605
0.505	-0.0298215	0.276978
0.506	-0.137541	0.276978
0.507	-0.00555244	0.276605
0.508	0.144246	0.276978
0.509	0.176425	0.276978
0.51	0.0932255	0.276978
0.511	-0.163186	0.276605
0.512	-0.53107	0.276978
0.513	-0.00664002	0.276978
0.514	0.642331	0.276978
0.515	0.237289	0.276978
0.516	-0.346477	0.276978
0.517	-0.305759	0.276978
0.518	-0.0680956	0.276978
0.519	0.10644	0.276978
0.52	0.141011	0.276978
0.521	0.271551	0.276978
0.522	-0.0676801	0.276978
0.523	-0.216415	0.276978
0.524	-0.0541167	0.276978
0.525	0.125414	0.276978
0.526	0.00533313	0.276978
0.527	-0.0476849	0.276978
0.528	-0.141961	0.276978
0.529	-0.174205	0.276978
0.53	0.136869	0.276978
0.531	0.44619	0.276978
0.532	0.108712	0.276978
0.533	-0.183217	0.276978
0.534	-0.153556	0.276978
0.535	-0.262344	0.276978
0.536	-0.14056	0.276978
0.537	0.247451	0.276978
0.538	0.274145	0.276978
0.539	-0.0138948	0.276978
0.54	-0.117568	0.276978
0.541	-0.102388	0.276978
0.542	0.115306	0.276978
0.543	0.142814	0.276978
0.544	-0.0775813	0.276978
0.545	-0.250398	0.276978
0.546	-0.162663	0.276978
0.547	0.206184	0.276978
0.548	0.273012	0.276978
0.549	-0.00416296	0.276978
0.55	-0.0667834	0.276978
0.551	-0.160315	0.276978
0.552	-0.109855	0.276978
0.553	0.152153	0.276978
0.554	0.229663	0.276978
0.555	-0.160769	0.276978
0.556	-0.163361	0.276978
0.557	0.0740638	0.276978
0.558	-0.0129057	0.276978
0.559	0.0254815	0.276978
0.56	0.0206681	0.276978
0.561	0.0480505	0.276978
0.562	0.13425	0.276978
0.563	-0.159865	0.276978
0.564	-0.139904	0.276978
0.565	0.145569	0.276978
0.566	0.0911018	0.276978
0.567	-0.178415	0.276978
0.568	-0.223498	0.276978
0.569	0.128519	0.276978
0.57	0.447549	0.276978
0.571	0.147065	0.276978
0.572	-0.398	0.276978
0.573	-0.295799	0.276978
0.574	0.0134163	0.276978
0.575	0.18039	0.276978
0.576	0.265318	0.276978
0.577	-0.0387196	0.276978
0.578	-0.270646	0.276978
0.579	-0.0592447	0.276978
0.58	0.175638	0.276978
0.581	0.156102	0.276978
0.582	0.0185941	0.276978
0.583	-0.0985816	0.276978
0.584	-0.305005	0.276978
0.585	-0.0329104	0.276978
0.586	0.131659	0.276978
0.587	0.225994	0.276978
0.588	0.269904	0.276978
0.589	-0.153762	0.276978
0.59	-0.326879	0.276978
0.591	-0.143334	0.276978
0.592	0.0545718	0.276978
0.593	0.175643	0.276978
0.594	0.116633	0.276978
0.595	-0.0534697	0.276978
0.596	0.0864868	0.276978
0.597	0.0158753	0.276978
0.598	-0.125503	0.276978
0.599	-0.0965306	0.276978
0.6	-0.0952957	0.276978
0.601	0.0264646	0.276978
0.602	0.164776	0.276978
0.603	0.248728	0.276978
0.604	-0.0576085	0.276978
0.605	-0.40777	0.276978
0.606	-0.110358	0.276978
0.607	0.204303	0.276978
0.608	0.172459	0.276978
0.609	0.143833	0.276978
0.61	0.244214	0.276978
0.611	-0.119791	0.276978
0.612	-0.723074	0.276978
0.613	-0.364178	0.276978
0.614	0.500907	0.276978
0.615	0.473648	0.276978
0.616	0.226226	0.276978
0.617	-0.118987	0.276978
0.618	-0.343545	0.276978
0.619	-0.195803	0.276978
0.62	-0.0572311	0.276978
0.621	0.232834	0.276978
0.622	0.185991	0.276978
0.623	-0.127331	0.276978
0.624	0.028662	0.276978
0.625	0.0421427	0.276978
0.626	-0.172591	0.276978
0.627	-0.0417503	0.276978
0.628	0.178329	0.276978
0.629	-0.108758	0.276978
0.63	-0.0209985	0.276978
0.631	0.047589	0.276978
0.632	0.195453	0.276978
0.633	-0.00932602	0.276978
0.634	-0.149054	0.276978
0.635	-0.158055	0.276978
0.636	0.00975693	0.276978
0.637	0.207654	0.276978
0.638	0.184012	0.276978
0.639	-0.164475	0.276978
0.64	-0.357013	0.276978
0.641	0.0305198	0.276978
0.642	0.151672	0.276978
0.643	0.226717	0.276978
0.644	0.171553	0.276978
0.645	-0.152224	0.276978
0.646	-0.225771	0.276978
0.647	0.0342655	0.276978
0.648	0.00816778	0.276978
0.649	-0.0989817	0.276978
0.65	-0.0472898	0.276978
0.651	0.150124	0.276978
0.652	0.0955444	0.276978
0.653	-0.0521663	0.276978
0.654	0.128804	0.276605
0.655	0.0582853	0.276978
0.656	-0.278268	0.276978
0.657	-0.157626	0.276978
0.658	0.105033	0.276978
0.659	0.157302	0.276978
0.66	0.102319	0.276605
0.661	-0.00552536	0.276605
0.662	-0.14699	0.276605
0.663	-0.136566	0.276605
0.664	0.0563966	0.276605
0.665	-0.0121175	0.276978
0.666	0.118997	0.276605
0.667	0.114176	0.276978
0.668	-0.123638	0.276605
0.669	-0.0125093	0.276605
0.67	0.157684	0.276605
0.671	-0.0448809	0.276605
0.672	-0.166856	0.276978
0.673	-0.132067	0.276978
0.674	-0.00974306	0.276978
0.675	0.137854	0.276978
0.676	0.105511	0.276978
0.677	0.115038	0.276978
0.678	-0.00643903	0.276978
0.679	-0.0976643	0.276605
0.68	0.00888246	0.276978
0.681	-0.0855748	0.276978
0.682	-0.167917	0.276978
0.683	-0.0566229	0.276978
0.684	0.104791	0.276978
0.685	0.239155	0.276978
0.686	0.194283	0.276978
0.687	-0.0120096	0.276978
0.688	-0.161607	0.276978
0.689	-0.309397	0.276978
0.69	-0.141801	0.276978
0.691	0.113591	0.276978
0.692	0.271574	0.276978
0.693	0.145517	0.276978
0.694	-0.0196024	0.276978
0.695	-0.140325	0.276978
0.696	-0.181918	0.276605
0.697	0.0845404	0.276978
0.698	0.155214	0.276605
0.699	0.0768696	0.276605
0.7	-0.0787573	0.276605
0.701	-0.230054	0.276605
0.702	-0.226619	0.276605
0.703	0.190642	0.276605
0.704	0.34315	0.276605
0.705	0.0358547	0.276605
0.706	-0.150089	0.276605
0.707	-0.0762112	0.276605
0.708	0.14136	0.276605
0.709	0.0798042	0.276605
0.71	-0.133535	0.276605
0.711	-0.328756	0.276605
0.712	-0.120292	0.276605
0.713	0.166792	0.276605
0.714	0.321266	0.276605
0.715	0.19222	0.276605
0.716	-0.065632	0.276605
0.717	-0.130183	0.276605
0.718	-0.0996536	0.276605
0.719	-0.144875	0.276605
0.72	-0.0357134	0.276605
0.721	0.0978834	0.276605
0.722	0.0838721	0.276978
0.723	0.0696838	0.276605
0.724	0.047696	0.276605
0.725	-0.075977	0.276605
0.726	0.0174935	0.276605
0.727	-0.0633867	0.276605
0.728	-0.175246	0.276605
0.729	0.0300023	0.276605
0.73	0.152993	0.276605
0.731	0.088619	0.276605
0.732	0.089921	0.276605
0.733	-0.0664067	0.276605
0.734	-0.177581	0.276605
0.735	-0.145583	0.276605
0.736	0.116042	0.276605
0.737	0.198725	0.276605
0.738	0.0447869	0.276605
0.739	-0.15872	0.276605
0.74	-0.114733	0.276605
0.741	-0.0569286	0.276605
0.742	0.160857	0.276605
0.743	0.210905	0.276978
0.744	-0.000254765	0.276605
0.745	-0.193379	0.276978
0.746	-0.165529	0.276605
0.747	0.0120792	0.276978
0.748	0.164024	0.276605
0.749	0.177811	0.276605
0.75	-0.0696196	0.276978
0.751	-0.309389	0.276978
0.752	-0.144016	0.276978
0.753	0.388615	0.276978
0.754	0.277232	0.276978
0.755	-0.109606	0.276978
0.756	-0.190058	0.276978
0.757	-0.307488	0.276978
0.758	-0.102794	0.276978
0.759	0.365691	0.276978
0.76	0.281149	0.276978
0.761	0.0232777	0.276978
0.762	-0.195662	0.276605
0.763	-0.386096	0.276978
0.764	0.122101	0.276978
0.765	0.177244	0.276978
0.766	0.14398	0.276978
0.767	-0.0747973	0.276605
0.768	-0.283925	0.276605
0.769	0.169271	0.276605
0.77	0.101896	0.276605
0.771	0.128784	0.276978
0.772	-0.00755364	0.276978
0.773	-0.321831	0.276978
0.774	-0.16035	0.276605
0.775	0.168412	0.276978
0.776	0.232218	0.276605
0.777	0.108829	0.276605
0.778	-0.0183643	0.276978
0.779	-0.286681	0.276978
0.78	-0.153587	0.276605
0.781	0.233113	0.276978
0.782	0.231152	0.276978
0.783	-0.135181	0.276978
0.784	-0.232476	0.276978
0.785	-0.15149	0.276978
0.786	0.287722	0.276605
0.787	0.334352	0.276605
0.788	-0.0354254	0.276605
0.789	-0.281048	0.276605
0.79	-0.23461	0.276605
0.791	-0.0620653	0.276605
0.792	0.194719	0.276605
0.793	0.350594	0.276605
0.794	0.145059	0.276605
0.795	-0.321243	0.276605
0.796	-0.5151	0.276605
0.797	0.0135897	0.276605
0.798	0.46986	0.276605
0.799	0.186247	0.276605
0.8	0.181204	0.276605
0.801	-0.161418	0.276605
0.802	-0.427965	0.276605
0.803	-0.109665	0.276605
0.804	0.180478	0.276605
0.805	-0.0396963	0.276605
0.806	0.104122	0.276605
0.807	0.0525817	0.276605
0.808	0.12013	0.276605
0.809	0.133536	0.276605
0.81	-0.0654423	0.276605
0.811	-0.141945	0.276605
0.812	-0.300976	0.276605
0.813	-0.171211	0.276605
0.814	0.309621	0.276605
0.815	0.238743	0.276605
0.816	0.161117	0.276605
0.817	-0.128592	0.276605
0.818	-0.244908	0.276605
0.819	-0.0823938	0.276605
0.82	0.0444584	0.276605
0.821	0.105351	0.276605
0.822	0.189135	0.276605
0.823	-0.0613109	0.276978
0.824	-0.170176	0.276978
0.825	0.00223103	0.276605
0.826	-0.0149564	0.276605
0.827	0.0142866	0.276978
0.828	0.0744824	0.276605
0.829	-0.0462923	0.276605
0.83	0.00439316	0.276978
0.831	0.019666	0.276978
0.832	0.0722317	0.276978
0.833	0.138209	0.276978
0.834	-0.124181	0.276978
0.835	-0.291402	0.276978
0.836	0.00807877	0.276978
0.837	0.176146	0.276978
0.838	0.119038	0.276978
0.839	-0.117712	0.276978
0.84	-0.016248	0.276978
0.841	0.0499997	0.276978
0.842	-0.00605447	0.276978
0.843	0.0855328	0.276978
0.844	0.0833682	0.276605
0.845	-0.159142	0.276978
0.846	-0.226971	0.276978
0.847	-0.0131907	0.276605
0.848	0.192415	0.276978
0.849	0.255911	0.276978
0.85	-0.193921	0.276978
0.851	-0.199287	0.276978
0.852	0.0705476	0.276978
0.853	0.179102	0.276978
0.854	0.178571	0.276978
0.855	-0.111941	0.276978
0.856	-0.310745	0.276978
0.857	-0.170307	0.276978
0.858	0.232648	0.276978
0.859	0.318829	0.276978
0.86	-0.0777752	0.276978
0.861	-0.094758	0.276978
0.862	-0.17274	0.276978
0.863	-0.0410305	0.276978
0.864	0.128644	0.276978
0.865	0.167796	0.276605
0.866	0.0385812	0.276978
0.867	-0.275124	0.276978
0.868	-0.166378	0.276978
0.869	0.326236	0.276605
0.87	0.258426	0.276978
0.871	-0.085982	0.276978
0.872	-0.351787	0.276978
0.873	-0.162231	0.276978
0.874	0.00264124	0.276978
0.875	0.202739	0.276978
0.876	0.293118	0.276978
0.877	0.129495	0.276605
0.878	-0.157166	0.276605
0.879	-0.370027	0.276978
0.88	-0.131129	0.276605
0.881	0.277971	0.276605
0.882	0.256055	0.276605
0.883	-0.0357266	0.276978
0.884	-0.266355	0.276605
0.885	-0.154193	0.276978
0.886	0.0462892	0.276978
0.887	0.29199	0.276978
0.888	0.171553	0.276605
0.889	-0.102932	0.276978
0.89	-0.422644	0.276978
0.891	0.0344666	0.276978
0.892	0.374244	0.276978
0.893	0.18065	0.276978
0.894	-0.248583	0.276605
0.895	-0.495648	0.276978
0.896	0.133843	0.276605
0.897	0.31762	0.276978
0.898	0.166833	0.276978
0.899	-0.0233557	0.276978
0.9	-0.126395	0.276978
0.901	-0.136423	0.276978
0.902	-0.09711	0.276978
0.903	0.0430454	0.276978
0.904	0.190217	0.276978
0.905	0.100991	0.276978
0.906	0.0091768	0.276978
0.907	-0.200041	0.276978
0.908	-0.143248	0.276978
0.909	0.0485929	0.276978
0.91	0.148586	0.276978
0.911	0.0873378	0.276978
0.912	-0.168879	0.276605
0.913	-0.103562	0.276978
0.914	0.115322	0.276978
0.915	0.237115	0.276978
0.916	0.12698	0.276978
0.917	-0.183518	0.276978
0.918	-0.377713	0.276978
0.919	-0.0353826	0.276978
0.92	0.296234	0.276978
0.921	-0.00403951	0.276978
0.922	-0.151093	0.276978
0.923	-0.0219538	0.276978
0.924	0.19716	0.276978
0.925	0.181577	0.276978
0.926	0.113802	0.276978
0.927	-0.0186257	0.276978
0.928	-0.28987	0.276605
0.929	-0.467372	0.276605
0.93	-0.0396236	0.276605
0.931	0.27752	0.276605
0.932	0.25846	0.276605
0.933	0.179772	0.276605
0.934	0.025386	0.276605
0.935	-0.155537	0.276978
0.936	-0.0860172	0.276605
0.937	0.0893883	0.276978
0.938	-0.165268	0.276605
0.939	-0.0532819	0.276978
0.94	0.124212	0.276605
0.941	-0.449126	0.276978
0.942	0.244588	0.276605
0.943	0.342057	0.276605
0.944	0.248003	0.276605
0.945	-0.209086	0.276605
0.946	-0.333098	0.276978
0.947	0.161066	0.276605
0.948	0.0717902	0.276978
